id_bigger,id_smaller,num_modif_sites,diff_formula,weight_bigger,weight_smaller,difference,adduct,msmassanalyzer
CCMSLIB00000085643,CCMSLIB00000085412,1,C6H5N1,359.151,268.105,91.04599999999999,[M+H]1+,qtof
CCMSLIB00000085793,CCMSLIB00000085412,1,C8H9N1,387.181,268.105,119.07599999999996,[M+H]1+,qtof
CCMSLIB00000085867,CCMSLIB00000085412,1,C9H10,386.186,268.105,118.08099999999996,[M+H]1+,qtof
CCMSLIB00000085939,CCMSLIB00000085412,1,C5H8,336.164,268.105,68.05899999999997,[M+H]1+,qtof
CCMSLIB00000086051,CCMSLIB00000085412,1,H-1Cl1,302.071,268.105,33.96600000000001,[M+H]1+,qtof
CCMSLIB00000085529,CCMSLIB00000085414,1,C1,397.247,385.24,12.007000000000005,[M+H]1+,qtof
CCMSLIB00000084813,CCMSLIB00000085485,1,C2H2O1,403.215,361.207,42.00799999999998,[M+H]1+,qtof
CCMSLIB00000084784,CCMSLIB00000085500,1,O1,347.224,331.233,15.990999999999985,[M+H]1+,qtof
CCMSLIB00000084826,CCMSLIB00000085500,1,C1H2,345.246,331.233,14.012999999999977,[M+H]1+,qtof
CCMSLIB00000084981,CCMSLIB00000085500,1,O1,347.221,331.233,15.988,[M+H]1+,qtof
CCMSLIB00000085060,CCMSLIB00000085500,1,O1,347.22,331.233,15.987000000000023,[M+H]1+,qtof
CCMSLIB00000085120,CCMSLIB00000085500,1,C6H10O1,429.304,331.233,98.07099999999997,[M+H]1+,qtof
CCMSLIB00000085535,CCMSLIB00000085526,1,O1,373.097,357.103,15.993999999999971,[M+H]1+,qtof
CCMSLIB00000085178,CCMSLIB00000085562,1,C1H2,386.185,372.175,14.009999999999991,[M+H]1+,qtof
CCMSLIB00000085793,CCMSLIB00000085562,1,H1N1,387.181,372.175,15.005999999999972,[M+H]1+,qtof
CCMSLIB00000085867,CCMSLIB00000085562,1,C1H2,386.186,372.175,14.010999999999967,[M+H]1+,qtof
CCMSLIB00000084748,CCMSLIB00000085565,1,O1,285.078,269.086,15.991999999999962,[M+H]1+,qtof
CCMSLIB00000085343,CCMSLIB00000085599,1,C2H4O1,267.141,223.123,44.01800000000003,[M+H]1+,qtof
CCMSLIB00000085662,CCMSLIB00000085626,1,C2H2O2,454.055,396.049,58.00600000000003,[M+H]1+,qtof
CCMSLIB00000085565,CCMSLIB00000085703,1,C1H2,269.086,255.067,14.019000000000005,[M+H]1+,qtof
CCMSLIB00000085497,CCMSLIB00000085724,1,O1,391.254,375.257,15.997000000000014,[M+H]1+,qtof
CCMSLIB00000085028,CCMSLIB00000085725,1,C1H2,173.107,159.093,14.01400000000001,[M+H]1+,qtof
CCMSLIB00000085210,CCMSLIB00000085737,1,H-1F1,453.208,435.222,17.986000000000047,[M+H]1+,qtof
CCMSLIB00000085116,CCMSLIB00000085776,1,H-1F1,411.2,393.211,17.988999999999976,[M+H]1+,qtof
CCMSLIB00000085431,CCMSLIB00000085776,1,C2H2O1,435.221,393.211,42.00999999999999,[M+H]1+,qtof
CCMSLIB00000084906,CCMSLIB00000085800,1,H-1Cl1,220.05,186.089,33.96100000000001,[M+H]1+,qtof
CCMSLIB00000085645,CCMSLIB00000085801,1,C1H2,211.171,197.154,14.016999999999996,[M+H]1+,qtof
CCMSLIB00000085426,CCMSLIB00000085818,1,C3H6,399.115,357.069,42.04599999999999,[M+H]1+,qtof
CCMSLIB00000085240,CCMSLIB00000085854,1,H-1Cl1,371.986,338.03,33.95600000000002,[M+H]1+,qtof
CCMSLIB00000085197,CCMSLIB00000085862,1,C1H2O1,325.191,295.183,30.00799999999998,[M+H]1+,qtof
CCMSLIB00000085673,CCMSLIB00000085862,1,C1H2O1,325.195,295.183,30.012,[M+H]1+,qtof
CCMSLIB00000085116,CCMSLIB00000085865,1,H-1F1,411.2,393.211,17.988999999999976,[M+H]1+,qtof
CCMSLIB00000085431,CCMSLIB00000085865,1,C2H2O1,435.221,393.211,42.00999999999999,[M+H]1+,qtof
CCMSLIB00000085038,CCMSLIB00000085881,1,C2H2O2,373.237,315.234,58.00300000000004,[M+H]1+,qtof
CCMSLIB00000085114,CCMSLIB00000085881,1,O1,331.229,315.234,15.995000000000005,[M+H]1+,qtof
CCMSLIB00000085120,CCMSLIB00000085881,1,C6H10O2,429.304,315.234,114.07,[M+H]1+,qtof
CCMSLIB00000085319,CCMSLIB00000085881,1,O1,331.221,315.234,15.987000000000023,[M+H]1+,qtof
CCMSLIB00000085500,CCMSLIB00000085881,1,O1,331.233,315.234,15.999000000000024,[M+H]1+,qtof
CCMSLIB00000084853,CCMSLIB00000085908,1,C1H2,233.131,219.113,14.018,[M+H]1+,qtof
CCMSLIB00000085547,CCMSLIB00000085928,1,C2,215.075,191.07,24.004999999999995,[M+H]1+,qtof
CCMSLIB00000085437,CCMSLIB00000085960,1,C2H2O1,417.23,375.213,42.016999999999996,[M+H]1+,qtof
CCMSLIB00000084950,CCMSLIB00000085976,1,C2H2O1,405.228,363.214,42.01400000000001,[M+H]1+,qtof
CCMSLIB00000085040,CCMSLIB00000085976,1,C4H6O1,433.258,363.214,70.04399999999998,[M+H]1+,qtof
